name,city,state,star,address,bid,zip,review,thur,fri,wed,tue,mon,sat,sun
Glendale's Best Street Food Festival,Glendale,AZ,1.5,5812 W Glendale Ave,fOQY8Zfget4Z46LV23Z3iw,85301,48,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Cheesecake Caffe,Irwin,PA,4,512 Main St,ZFFT3lHAhes85gHB_0O4og,15642,23,8:30-20:30,9:0-20:0,7:30-15:0,7:30-15:0,0:0-0:0,8:0-15:0,CLOSED
Ranch House Grille,Phoenix,AZ,4,5618 E Thomas Rd,n8RVrpWpcd3HprzEnJ3RxA,85018,275,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0
Daily Mews Cat Cafe,Charlotte,NC,4.5,3748 Monroe Rd,Ad6MuVLFW4PlFZ4cAEnfwQ,28205,11,11:0-19:0,11:0-20:0,11:0-19:0,11:0-19:0,12:0-18:0,11:0-20:0,12:0-18:0
Cookie Zoo,Las Vegas,NV,4.5,"1525 E Sunset Rd, Ste 10",#NAME?,89119,32,9:15-16:30,9:15-12:0,9:15-16:30,9:15-16:30,9:15-15:0,CLOSED,CLOSED
Tropical Smoothie Cafe,Henderson,NV,1.5,"745 South Green Valley Parkway, Suite  #100",HrogUiCtBytVyVYNq3jPtA,89052,110,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Walgreens,Las Vegas,NV,2.5,4905 W Tropicana Ave,l_-4l8JwZbAn75Q1sfI7zQ,89103,45,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Sam's Club,Las Vegas,NV,3,7175 Spring Mountain Rd.,6i85_hLuAdymNIy01LLl0g,89117,117,7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,10:0-18:0
Yogis Grill,Peoria,AZ,4,"16055 N Arrowhead Fountains Ctr Dr, Ste B",ec7z7Zx6-vs-ZzgmpJfaiw,85382,21,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-19:0
Panda Express,Las Vegas,NV,2.5,3355 Las Vegas Blvd S,WMj5Uj04pAqFxLMnJQcQqw,89109,70,10:0-0:0,9:0-1:0,10:0-0:0,10:0-0:0,10:0-0:0,9:0-1:0,9:0-0:0
Walgreens,Phoenix,AZ,3,2415 E Union Hills Dr,GmSe5lKf4Qozo_Ro8Yd0jQ,85050,20,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
BJ's Restaurant & Brewhouse,Mesa,AZ,3.5,6622 E Superstition Spgs Blvd,Oe6cb42EkFvIWwEIooY-OQ,85206,300,11:0-0:0,11:0-1:0,11:0-0:0,11:0-0:0,11:0-0:0,10:0-1:0,10:0-23:0
Stoke's Grill,Pittsburgh,PA,3.5,4771 McKnight Rd,LkcGDfznt-QzjL22fO3F4Q,15237,113,10:30-23:0,10:30-0:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-0:0,CLOSED
Domino's Pizza,Gilbert,AZ,3,"754 S Val Vista Dr, Ste 103",gErcz2Kqc-7E6b_JuU1VKg,85296,34,10:0-0:0,10:0-2:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-2:0,10:0-0:0
Island Grocery,Charlotte,NC,4,5861 Albemarle Rd,ieL2bzG1mQ_4wbWZ9Y3mVg,28212,29,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,9:0-20:0,CLOSED
Salad and Go,Tolleson,AZ,4.5,9875 W Lower Buckeye Rd,o7QpLwjQQs4qDX6TCd50Ig,85353,137,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,8:0-21:0,8:0-21:0
Tempe Farmers Market,Tempe,AZ,3.5,805 S Farmer Ave,oVAySgyWYzzmvJpTJ8PO5Q,85281,87,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0
Bluebird Kitchen,Pittsburgh,PA,4,221 Forbes Ave,X8AGCsJHw-GuTqkzy2J3cg,15222,232,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,CLOSED,CLOSED
Jewel's Bakery and Cafe,Phoenix,AZ,4,4041 E Thomas Rd,Q9is4jcGh5FT_1sAKilu6g,85018,513,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0
Daphne's Bakery,Mint Hill,NC,4,7609 Matthews Mint Hill Rd,HPn50tK1I8vbftAwa27rXQ,28227,30,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,CLOSED,9:0-13:0,CLOSED
Wendy's,Charlotte,NC,2,1110 W Sugar Creek Rd,zXsB61ZYYsTCaKYOTYr1Tg,28213,10,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Bedford Falls Cafe,Bedford,OH,3.5,720 Broadway Ave,HoSDjKKR8GtpeSqzrwf8ew,44146,19,7:0-16:0,7:0-16:0,7:0-16:0,7:0-17:0,0:0-0:0,8:0-15:0,CLOSED
Mi Barrio's Halal Cart,Charlotte,NC,4.5,101 N Tryon St,urgjbqhtZD20G5h3XM76wQ,28202,69,10:30-4:0,10:30-4:0,10:30-4:0,10:30-4:0,10:30-4:0,10:30-4:0,10:30-4:0
Tahoe Springs,Las Vegas,NV,3,3300 Meade Ave,ar47m4pegfHluDrNGxOa7A,89102,40,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,CLOSED,CLOSED
Fat Tuesday,Las Vegas,NV,4.5,"3663 Las Vegas Blvd S, Ste 445",PjEls_NCOQ0m4tJPvcTY8w,89109,428,10:0-1:0,10:0-2:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-2:0,10:0-1:0
McDonald's,Concord,NC,3,4550 B Davidson Hwy,Vx-0SQdSu11cBFTtCmN1KQ,28027,11,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0
Sonic Drive-In,Las Vegas,NV,2.5,2301 E Sahara Ave,oIcGZlqwrKkyw_L6YAVYfw,89104,29,7:0-0:0,7:0-1:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-1:0,7:0-0:0
Jersey Mike's Subs,Las Vegas,NV,4.5,"9540 W Flamingo Rd, Ste 165",uXzYH9ywBhZ0WwfStrCWNQ,89147,35,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,0:0-0:0,10:0-21:0,10:0-18:0
Panera Bread,Highland Heights,OH,2,6345 Wilson Mills Rd,0J9lSi-jNa6FLXI9sTNpZQ,44143,32,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-20:0
Sam's Club,Phoenix,AZ,2,8340 W. McDowell,BT3FODHtRnTn_WI4RQbVdw,85037,31,7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,10:0-18:0
La Flor de Michoacan,Las Vegas,NV,4,"3021 Charleston Blvd, Ste B",UkFMV7WGFfE_u8zyUkkuqg,89104,66,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
Circle K,Chandler,AZ,3,3010 S Gilbert Rd,ib6H2in9Uiihz6eo-RVO3w,85286,23,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Wendy's,Las Vegas,NV,2,4400 W Sahara Ave,1tNVPumjvFErYjvSXbOQ6Q,89102,22,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Ben Brothers Market,Phoenix,AZ,3.5,1645 E Van Buren St,ZIdR-IopAtU5PH_mGtUAbw,85006,13,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,10:0-19:0,12:0-17:0
McMahon's Ice Cream,Chandler,AZ,5,"960 E Warner Rd, Ste 4",#NAME?,85225,163,14:30-21:0,14:30-21:0,14:30-21:0,18:0-22:0,0:0-0:0,13:0-21:0,13:0-21:0
The Players Club LV,Henderson,NV,4,75 S Stephanie St,m1BDEL9C4GsG-0FmAp5P8A,89012,32,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Bottega Dei Sapori,Pittsburgh,PA,4.5,1000 Airport Blvd,rTJJDLXMIJnMBHD0rcw_-g,15108,34,4:30-20:0,4:30-20:0,4:30-20:0,4:30-20:0,4:30-20:0,4:30-19:30,4:30-20:0
Robeks,Akron,OH,4,"3757 W Market, Ste C",8KaMZBbD0JaUDy2gfQUXkw,44333,16,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,8:0-21:0,9:0-21:0
Einstein Bros Bagels,Chandler,AZ,2.5,2560 W Chandler Blvd,Ku_c9V0nj6bYcEYPPJuahA,85224,85,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0
Filiberto's Mexican Food,Sun City,AZ,2.5,10777 Grand Ave,8EIZAb0knT2u_z2gIxllXw,85351,43,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Jenn's Sugarlicious Bakery,Gastonia,NC,3.5,3078 E Franklin Blvd,F_eQ1dpPGHM0vYUrKXKSLQ,28056,28,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,CLOSED,10:0-19:0,CLOSED
Starbucks,Charlotte,NC,2.5,9841 Northlake Ctr Pkwy,3SHE1cy1vpI7ts07g-Oxkg,28216,10,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0
Zero Degrees,Las Vegas,NV,3.5,4001 S Decatur Blvd,cMAv53bpH7b32IYgQwCXLA,89103,414,12:0-20:0,12:0-20:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
Chicken Latino,Pittsburgh,PA,4,155 21st St,Chr3YCuvt2mD-BHgqeo-OA,15222,184,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-16:0,11:0-20:0,11:0-17:0
Panda Express,Las Vegas,NV,3,3825 S Maryland Pky,JsGswUxAFK4uRht2UL62UA,89119,24,9:30-22:0,9:30-23:0,9:30-22:0,9:30-22:0,9:30-22:0,9:30-23:0,10:0-22:0
Sweet Basil Gourmetware & Cooking School,Scottsdale,AZ,3.5,"10749 N Scottsdale Rd, Ste 101",QosqxBQrGR0o6Gx9mlcMmg,85254,53,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,CLOSED
Kood Tea Bar & Cafe,Tempe,AZ,5,"4435 S Rural Rd, Suit 1",5qao1bKTbJ0-knt0gxg0Pg,85282,50,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30
McDonald's,Mesa,AZ,3,1213 S Greenfield Rd,PKuUfy9BUk9LsMgzDIRr8A,85206,20,5:0-0:0,5:0-1:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-1:0,5:0-0:0
Dairy Queen/Orange Julius,Peoria,AZ,1.5,"10100 W Lake Pleasant Pkwy, Ste 1320",yrOE755v_7R1eMnWzf8JhA,85382,34,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Piada Italian Street Food,Parma,OH,3.5,8659 W Ridgewood Dr,eY1WyHjXObOc-63nBv20Gg,44129,20,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Clemente Museum,Pittsburgh,PA,4.5,3339 Penn Ave,67IKCF3bawHNn6nH6hotMw,15201,14,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
White Cup Coffee,Phoenix,AZ,4.5,3933 E Indian School Rd,aXgF2q1ciYIwUS2ULNNCgQ,85018,79,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,CLOSED
Bojangles' Famous Chicken 'n Biscuits,Matthews,NC,2.5,11137 E Independence Blvd,QnKWr3RTM849rqRq1xLQJA,28105,13,5:0-23:0,5:0-0:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-0:0,6:0-23:0
Subway,Henderson,NV,3,2568 Wigwam Pkwy,sPQ3i5lI2Tg8pbmqbDaZZw,89074,13,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Ban Chan,Mesa,AZ,4,2909 S Dobson Rd,UO_62NNq1pKY61teaoN2bQ,85202,53,11:0-21:0,11:0-21:0,11:0-21:0,CLOSED,11:0-21:0,11:0-21:0,11:0-21:0
Sinclair Gas,Phoenix,AZ,2.5,1045 N 24th St,sLNZEJbUBn1WULXewLrRFA,85008,11,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Ralph's Snack Bar,Phoenix,AZ,3.5,4501 W Van Buren St,aXAp5q8b__mZu7w_ewjLFw,85043,25,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Barrio,Cleveland,OH,4,527 Prospect Ave,VH2BjFjc9usDquDgoHhptA,44115,468,16:0-2:0,11:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,11:0-2:0,11:0-2:0
Yuva India Kitchen + Bar,Pittsburgh,PA,3,412 S Craig St,zxSfGIhK3hH3vVz_pS5eaA,15213,121,11:0-22:0,11:0-22:30,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,CLOSED
Lakeside Coffee,Rouses Point,NY,4.5,109 Lake St,f5Pg89x-2xek78E9KHMhNg,12979,17,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,CLOSED,8:0-14:0,8:0-14:0
Laos Market,Las Vegas,NV,4.5,629 N Las Vegas Blvd,cdc6GmhdDY7KQnuPa8rldw,89101,41,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0
Sweet Dough,Fort Mill,SC,4.5,400 North Dobys Bridge Rd,Xx8GoYjEc0_2Ga37MHp5MA,29715,38,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,0:0-0:0,6:0-14:0,6:0-14:0
Algebra Tea House,Cleveland,OH,4,2136 Murray Hill Rd,9_0FtoabuC42T7AWDk5_sA,44106,133,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0
Malani World Mercato,Phoenix,AZ,4,4568 E Cactus Rd,p4sTuiOt3AT2i9qU-4hjOQ,85032,17,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-18:0
Caspian Food Market,Scottsdale,AZ,3.5,"17040 N Scottsdale Rd, Ste 108",GJL5JTkkJA8NiF5XK5O1Cg,85255,20,10:0-21:0,10:0-22:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-21:0
Krispy Kreme,Las Vegas,NV,3,2880 S Las Vegas Blvd,isVcTrHOiPy0OYF7OTxNzA,89109,26,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Hammer's Grill & Bar,Henderson,NV,4,771 E Horizon Dr,LH-_iinkV1XOxSuJMBqhmw,89015,101,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0
KFC,Madison,WI,2,4802 Annamark Dr,49JTxfrT4BnROuk9_RIW6w,53704,14,10:30-21:0,10:30-22:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-22:0,10:30-21:0
SF Supermarket,Las Vegas,NV,3.5,5115 Spring Mountain Rd,dKrFJj4eXGHggiyOgtJTVg,89146,49,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0
Freshii,Pittsburgh,PA,4.5,501 Grant St,R4i5FshghtTnTZC8EEbjHQ,15219,37,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,0:0-0:0,CLOSED,CLOSED
Social Bar & Kitchen,Charlotte,NC,2.5,555 South Mcdowell St,xW4dkUdC4bDDrTE8RA6W3Q,28204,12,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0
Subway,Las Vegas,NV,3,9265 S Cimarron Rd,oI11Y5AZscmmn12Yv3PinQ,89178,36,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Lindos Restaurant,Pittsburgh,PA,3.5,947 Western Ave,uXft-y53ujmlAt0SH-5KYg,15233,48,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-15:0,7:0-15:0
Sheetz,Streetsboro,OH,4,9745 State Rte 14,L1ZY24_ZLzAEAYyZl19xzQ,44241,12,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Federico's Mexican Food,Glendale,AZ,3,"3730 W Happy Valley Rd, Ste 109",KGqvUQQA4c9GJpi5-znsew,85310,102,7:0-7:0,7:0-7:0,7:0-7:0,7:0-7:0,7:0-7:0,7:0-7:0,7:0-7:0
McDonald's,Las Vegas,NV,1.5,3815 S Maryland Pkwy,P7Dqa0IbcFgRZ1aK7CPAOw,89109,57,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
MOD Pizza,Tempe,AZ,5,"2000 E Rio Salado Pkwy,, Suite 1026",VEorEVsg8z7Ame1oSYNBdA,85281,78,10:30-22:0,10:30-23:0,10:30-22:0,10:30-22:0,0:0-0:0,10:30-23:0,10:30-20:0
Jack In The Box,Las Vegas,NV,3,2365 E Windmill Ln,taaYWCkUulZL56qZmS1VzQ,89123,24,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Golden Donuts,Mesa,AZ,4.5,1818 W Baseline Rd,WvJNkHE_hcg8Hu8Ffz_Klw,85202,82,5:0-19:0,5:0-19:0,5:0-19:0,5:0-19:0,0:0-0:0,6:0-18:0,6:0-18:0
Sin City Soul Deli Caribbean BBQ,Las Vegas,NV,4,1675 Industrial Rd,89N08SxuIHyD3A1iuU5i3Q,89102,13,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,10:0-0:0
Fat Ox,Scottsdale,AZ,4,6316 N Scottsdale Rd,F73T-N5lRNL2Gcpg0Q4KKw,85253,271,17:0-21:30,17:0-22:30,17:0-21:30,17:0-21:30,0:0-0:0,17:0-22:30,17:0-21:30
Salud Juicery,Pittsburgh,PA,4,733 Copeland St,oLSulsv7zuFuBL92wFssJg,15232,103,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,9:0-17:0,CLOSED
Bradshaw Social House,Charlotte,NC,3,8440 Rea Rd,B1kKm3sLtoRZGXeZTwKiAg,28277,85,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
12 West Brewing,Gilbert,AZ,4.5,"3000 E Ray Rd, Barnone, Bldg 6, Ste 110",0PMMhCAz2S5dmcA9mJ3dRg,85296,95,11:0-23:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-21:0
Subway,Las Vegas,NV,2.5,6525 S Fort Apache Rd,kRRtnGLDTTfKyeuwjh8Blg,89148,35,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Porto Fino Pizzaria & Gyro,Carnegie,PA,1.5,231 E Main St,rHSOhNuRXJypsHKoe1ZjCg,15106,13,10:0-23:0,10:0-0:0,10:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,12:0-22:0
Bryant Street Market,Pittsburgh,PA,4.5,5901 Bryant St,PNgDXioOLZ1aMFMihkdMBQ,15206,17,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,9:0-17:0
Dunkin' Donuts,Pittsburgh,PA,3,1541 Washington Rd,7Wt1j4gpvNwGvyN6PCbpqQ,15228,14,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Habaneros Taco Grill #3,Las Vegas,NV,3,"7271 Amigo St, Ste 180",orjSfu6Gcv2SQlXVsXdVBg,89119,44,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0
Humble Pie,Phoenix,AZ,2.5,3964 E Sky Harbor Blvd,0h5yI6np7weAVH0jsjHqPw,85034,113,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0
GNC,Las Vegas,NV,3,"5130 S Fort Apache Rd, Ste 270",Rmrr5ay7HeFnmzwf4Q6L8w,89148,12,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-19:0,10:0-18:0
Rollz N' Boba,Glendale,AZ,5,"5814 W Olive Ave, A101",n5pxQn6xP8gug4Y2RAImjw,85302,11,10:0-21:30,10:0-22:30,10:0-21:30,10:0-21:30,12:0-21:30,11:0-22:30,11:0-21:30
Smith's,Las Vegas,NV,3,9350 W Flamingo Rd,u1r_9dDn4JxiK2yNmn4XIQ,89147,64,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
Bojangles' Chicken And Biscuits,Indian Trail,NC,1.5,6300-6428 Old Charlotte Hwy,zy-XZ2z_KmnISE1Gl99w1Q,28079,14,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Steele Mansion Inn & Gathering Hub,Painesville,OH,5,348 Mentor Ave,6_94EKksekvepqgTQvzwfA,44077,11,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0
California Pizza Kitchen at Legacy Village,Lyndhurst,OH,3.5,"25365 Cedar Rd, Legacy Village",wKvvX7nls576gHPyzKgZ3w,44124,79,11:0-21:0,11:0-22:30,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,12:0-21:0
Z's Cream & Bean,Hinckley,OH,4,2706 Boston Rd,Bmv3nHS2nfjzhkDQMsLAWQ,44233,38,11:0-21:30,11:0-22:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:30,11:0-21:30
Amena Bakery & Deli,Las Vegas,NV,4.5,"2101 S Decatur Blvd, Ste 10",i3mZIwNi1EiJ7-1A8amoyw,89102,317,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,12:0-19:0
Bojangles' Famous Chicken 'n Biscuits,Huntersville,NC,3,325 Huntersville Gateway Blvd,PuwHnSYN8Gza6N-rgIONuw,28078,22,5:0-23:0,5:0-0:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-0:0,6:0-23:0
Palermo's Pizza,Las Vegas,NV,3,"1370 E Flamingo Rd, Ste F",LPMZ9N1sAjs2nDx7DmiZ2w,89119,145,11:0-0:0,7:0-23:30,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-0:0
New India Bazaar,Phoenix,AZ,3.5,2544 N 7th St,_DiGwfdiH913E4LURwb2qg,85006,157,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,CLOSED,11:0-21:0,11:0-21:0
Graeter's Ice Cream,Beachwood,OH,3.5,"10 Park Ave, Ste 116",AYFNA9ZwtnJkDADbLh89xQ,44122,16,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,12:0-22:0
Chamon Matcha Salon,Las Vegas,NV,4,5020 W Spring Mountain Rd,JKbovvbmbQKgb_v7KBpzPA,89146,37,14:0-21:0,14:0-21:0,14:0-21:0,14:0-21:0,CLOSED,14:0-21:0,14:0-21:0
Mayorga Coffee,Coraopolis,PA,3,1000 Airport Blvd,k3SiAsI_zpPzctKmFF26kg,15108,21,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Tropical Smoothie Cafe,Cleveland,OH,3.5,11322 Euclid Avenue,51kUjAGZLtDl1K3XV_UXxQ,44106,29,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
Jack in the Box,Tempe,AZ,2.5,942 E Broadway Rd,vY4MVT7UoQzlDHwhB8QlPA,85282,15,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Rani's World Foods,Las Vegas,NV,4,4505 W Sahara Ave,#NAME?,89102,190,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
Arby's,Phoenix,AZ,4,2402 W Thomas Rd,de1OhE-0BHuoI9pzXBKxkQ,85015,13,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Sam's Club,Champaign,IL,3,915 W. Marketview Dr.,pjO0ZRGpCwlaOzipZDa3HA,61821,22,7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,7:0-20:30,10:0-18:0
Papaya Thai,Mesa,AZ,2.5,2706 E University Dr,j9bWpCRwpDVfwVT_V85qeA,85213,118,11:0-21:0,11:0-21:30,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:30,12:0-21:0
McDonald's,Avondale,AZ,1.5,3925 N 107th Ave,OwRLckKwhs2PPx3t3lpEEA,85323,33,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Village Martini & Wine Bar,Chagrin Falls,OH,4,516 E Washington St,qkNUFhCZurQCbaOpjF44IQ,44022,50,16:0-1:0,16:0-2:30,16:0-1:0,16:0-0:0,16:0-0:0,17:0-2:30,17:0-23:0
Yogurtini,Glendale,AZ,4.5,"5870 W Thunderbird Rd, Ste A3",11SBmWaUtDMCqIvncSEnYQ,85306,73,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
Cambridge Winery - Madison Tasting Room,Madison,WI,4.5,1001 S Whitney Way,lSlvK1_k28tEgfndmyoC-A,53711,15,16:0-20:0,16:0-20:0,16:0-20:0,CLOSED,CLOSED,12:0-20:0,12:0-17:0
Dairy Queen,Lakewood,OH,3.5,16803 Detroit Ave,MUMiGoEZ3NBwebH4Eff4LA,44107,12,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-22:0
Harris Teeter,Charlotte,NC,4,15007 John J Delaney Dr,ij_czg0xkJR6xvnQdgnMDA,28277,37,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
Night Market Cleveland,Cleveland,OH,4,Rockwell & 21st St,-1vulUmD1pYf0uvXBY1Fzg,44120,14,CLOSED,17:0-23:0,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Starbucks,Las Vegas,NV,2,3730 Las Vegas Blvd S,mxeYwJLqiV2IRRcQgxFRBQ,89158,50,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-22:0
Walgreens,Las Vegas,NV,2,5610 Centennial Center Blvd,pgFunyzq3xSuz84IDEeECQ,89149,12,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0
